event_id,source,domain,event_date,topic,summary,source_url,evidence_urls,quality_flags,filter_reason,fetched_at
d23c20fe7a558ea3d392,wikipedia_current_events,conflict,2026-05-02,2026 Iran war / 2026 United States naval blockade of Iran,The U.S. Central Command says that the U.S. has redirected its 48th vessel attempting to exit or enter an Iranian port since the start of the blockade.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.middleeastmonitor.com/20260502-us-says-it-redirected-48th-vessel-from-iranian-ports/,,,2026-05-16T09:41:44.712271+00:00
fd2805c7d5c9236b245d,wikipedia_current_events,other,2026-05-02,2026 Kentucky Derby,"In horse racing, American horse Golden Tempo wins the 152nd Kentucky Derby after entering the race with 24–1 odds, making Cherie DeVaux the first female trainer to win the derby.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.nbcnews.com/sports/horse-racing/live-blog/kentucky-derby-2026-live-updates-rcna341955,,,2026-05-16T09:41:44.719500+00:00
9c75348916a4bfbe9cf4,wikipedia_current_events,public_risk,2026-05-02,2026 Kenya floods,At least 10 people are killed after heavy rains cause flooding and landslides in several regions of Kenya.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.reuters.com/business/environment/kenya-flood-death-toll-hits-10-dam-overflow-risk-raises-alarm-2026-05-02/,,,2026-05-16T09:41:44.716314+00:00
1ea0750fb5e91c336dde,wikipedia_current_events,conflict,2026-05-02,2026 Lebanon war,Forty-one people have been killed in the last 24 hours in a series of Israeli airstrikes across multiple locations in Lebanon.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.aljazeera.com/news/2026/5/2/israeli-air-strikes-kill-10-people-in-southern-lebanon,,,2026-05-16T09:41:44.714411+00:00
a2bd0d0dae5e151c8ec7,wikipedia_current_events,conflict,2026-05-02,2026 Mali offensives,EgyptAir cancels Hajj flights to and from Mali amidst a crisis in which separatist and Islamist militants are targeting the Malian military -led junta.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.arabnews.com/node/2642105/world,,,2026-05-16T09:41:44.714411+00:00
c804ade38b73855542f4,wikipedia_current_events,politics,2026-05-02,2026 Niuean general election,"Niueans vote to elect 20 members of the Assembly amid a cost-of-living crisis. Incumbent prime minister Dalton Tagelagi is running for re-election in Alofi South, seeking a third term in office.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://pmn.co.nz/read/pacific-region/usd3-80-a-litre-fuel-crisis-looms-large-as-niue-s-kingmaker-village-head-to-the-polls,,,2026-05-16T09:41:44.718482+00:00
8b151cd87a311b2e6fec,wikipedia_current_events,politics,2026-05-02,2026 Peruvian general election,"The National Jury of Elections launches a comprehensive audit of Peru 's presidential election first round after reported irregularities, with results showing leading candidates separated by a narrow margin and multiple contested tally sheets under review.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.manilatimes.net/2026/05/03/news/peru-launches-audit-into-presidential-election-results/2334436,,,2026-05-16T09:41:44.718482+00:00
0072fcae6ee3cc306c54,wikipedia_current_events,public_risk,2026-05-02,2026 Ōtsuchi wildfires,"Wildfires in Ōtsuchi, Iwate Prefecture, Japan, are brought under control after burning about 1,600 hectares for 11 days, marking one of the country's largest fires in decades.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.dawn.com/news/1997187,,,2026-05-16T09:41:44.716314+00:00
eacd9b39b8210b862fa9,wikipedia_current_events,other,2026-05-02,District Reserve Guard,"Three personnel of the District Reserve Guard are killed and another is injured after an improvised explosive device detonated during a demining operation in Kanker district, Chhattisgarh, India.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.hindustantimes.com/india-news/3-district-reserve-guard-personnel-dies-in-ied-blast-in-chhattisgarhs-kanker-101777715116453.html,,,2026-05-16T09:41:44.717314+00:00
3307e3f7b3851b1b7cce,wikipedia_current_events,conflict,2026-05-02,Economic impact of the 2026 Iran war,"In the U.S., Spirit Airlines ceases operations following a failed government bailout deal and oil price surges amidst the Iran war. (CBS News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://apnews.com/article/spirit-airlines-trump-bailout-bankruptcy-37a4818e1b71c0905d022f669d85948c; https://www.cbsnews.com/news/spirit-airlines-could-shut-down-as-soon-as-saturday/,,,2026-05-16T09:41:44.715405+00:00
3307e3f7b3851b1b7cce,wikipedia_current_events,conflict,2026-05-02,Economic impact of the 2026 Iran war,The General Civil Aviation Authority says that the United Arab Emirates has resumed normal traffic operations and lifted temporary precautions imposed during the start of the war on February 28.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.khaleejtimes.com/uae/uae-announces-air-navigation-back-to-normal-temporary-precautions-lifted,,,2026-05-16T09:41:44.715405+00:00
38f26052693cdd889aa3,wikipedia_current_events,politics,2026-05-02,Eswatini–Taiwan relations,"Taiwanese president Lai Ching-te arrives in Eswatini after an earlier trip was cancelled when several countries revoked overflight permissions, a move attributed by Taiwanese officials to pressure from China.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.caledonianrecord.com/news/national/taiwan-leader-makes-delayed-visit-to-eswatini-after-china-objections/article_e72a5757-9562-5e04-8f95-bafa437876a8.html,,,2026-05-16T09:41:44.717314+00:00
051110a7a3b02d2a0432,wikipedia_current_events,other,2026-05-02,Jaén,"Five people are killed after a truck lost its brakes and crashed into several vehicles near Jaén, Peru.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.infobae.com/peru/2026/05/02/trailer-provoca-tragedia-vial-en-jaen-cinco-personas-fallecen-y-varias-resultan-heridas/,,,2026-05-16T09:41:44.717314+00:00
040c894d2fded2a2c156,wikipedia_current_events,conflict,2026-05-02,Rapid Support Forces,"Five civilians are killed in a drone strike launched by the Rapid Support Forces in Khartoum, Sudan.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://english.aawsat.com/arab-world/5268895-rsf-drone-strike-kills-five-sudan-capital,,,2026-05-16T09:41:44.715405+00:00
f30619f930084e90aae9,wikipedia_current_events,other,2026-05-02,Vivek Vihar,"At least nine people are killed and several others are injured in a fire at a four-story residential building in Vivek Vihar, Shahdara district, Delhi, India.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.news18.com/india/4-killed-16-rescued-as-fire-breaks-out-at-building-in-delhis-vivek-vihar-10070273.html,,,2026-05-16T09:41:44.716314+00:00
a80c41c3263f9ab37f87,wikipedia_current_events,other,2026-05-02,bamboo,"Sixteen people are killed and 21 others are injured when a truck carrying bamboo overturns in Naypyidaw, Myanmar.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://english.news.cn/20260502/e644f2ae04314f3f933cf1b2720a0448/c.html,,,2026-05-16T09:41:44.716314+00:00
beabd9e3d60c02cd6c7c,wikipedia_current_events,other,2026-05-02,massage parlor,"Six people are killed and five others are rescued in a fire at a massage parlor in Lingbao City, Henan, China.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://english.news.cn/20260502/14be712f12bb480cad9f209df5d3b630/c.html,,,2026-05-16T09:41:44.717314+00:00
5236ad1ce3b5d870ef46,wikipedia_current_events,conflict,2026-05-03,2025–2026 Iran–United States negotiations / 2026 Iran war ceasefire,"Reza Amiri-Moghadam says that talks mediated by Pakistan remains firm. However, he also criticizes the United States for “unpredictable and aggressive behaviour” towards peace in the Middle East, and states that talks between Iran and the U.S. would resume if the latter changes its behavior.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.thenews.pk/print/1413664-pak-mediated-talks-process-remains-firm-iran,,,2026-05-16T09:41:45.133766+00:00
9ed6cfbb370bb89389c6,wikipedia_current_events,conflict,2026-05-03,2026 Iran war / 2026 Strait of Hormuz crisis,"A bulk freighter reports being attacked by multiple small craft outside the strait, off Bandar Sirik, Iran.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.cbsnews.com/live-updates/iran-war-trump-strait-of-hormuz-israel-lebanon-ceasefire/#post-update-4bdde6d0,,,2026-05-16T09:41:45.131764+00:00
88caf33a097bf32a06ba,wikipedia_current_events,conflict,2026-05-03,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign,Donald Trump announces that the U.S. Navy will start guiding neutral ships through the Strait of Hormuz tomorrow.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.axios.com/2026/05/03/trump-us-navy-iran-ships-strait-hormuz,,,2026-05-16T09:41:45.131764+00:00
88caf33a097bf32a06ba,wikipedia_current_events,conflict,2026-05-03,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign,"The U.S. Central Command confirms that the operation, Project Freedom, will start tomorrow to help secure transit in the strait. (AA)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.aa.com.tr/en/americas/us-military-confirms-it-will-launch-project-freedom-to-secure-transit-in-strait-of-hormuz/3925972; https://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/4476318/us-military-supports-launch-of-project-freedom-in-strait-of-hormuz/,,,2026-05-16T09:41:45.131764+00:00
45e50162a79007c93b31,wikipedia_current_events,conflict,2026-05-03,2026 Iran war fuel crisis,JPMorgan Chase analysts estimate that oil inventories in OECD countries will begin running out between May 9 and May 30.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://fortune.com/2026/05/03/oil-market-outlook-nightmare-scenarios-crude-inventories-tank-bottoms-iran-tank-tops/,,,2026-05-16T09:41:45.135764+00:00
816ff6bbe4c1745d1164,wikipedia_current_events,conflict,2026-05-03,2026 Mali offensives,"Mountaga Tall, an opposition figure and lawyer critical of the Malian military junta, is kidnapped in Bamako overnight. (Africanews)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.africanews.com/2026/05/03/masked-men-abduct-prominent-malian-lawyer-in-bamako/; https://www.rfi.fr/en/africa/20260503-mali-lawyer-critical-of-junta-abducted-overnight,,,2026-05-16T09:41:45.134755+00:00
21b9b5604bcb088b7a71,wikipedia_current_events,other,2026-05-03,Ambedkar Nagar,"Eight people are killed after a speeding car plows into a group of bystanders who had gathered to assist two people injured in a motorcycle collision earlier in Ambedkar Nagar, Uttar Pradesh, India.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.tribuneindia.com/news/uttar-pradesh/8-killed-as-speeding-car-runs-over-bystanders-after-bikes-collide-in-ups-ambedkar-nagar/,,,2026-05-16T09:41:45.136759+00:00
af8341cb2451eec92db3,wikipedia_current_events,other,2026-05-03,Catatumbo campaign,"Gunmen on a motorcycle open fire outside a commercial establishment in Cúcuta, North Santander, Colombia, killing four people.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.trtworld.com/article/0c079d829105,,,2026-05-16T09:41:45.134755+00:00
fa6cab60fd1ed62f8a2d,wikipedia_current_events,conflict,2026-05-03,Ethiopian,"Five Ethiopian migrants were killed last week in a series of xenophobic attacks in Johannesburg, South Africa, three of whom were shot dead inside a McDonald's restaurant. (Borkena)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://borkena.com/2026/05/01/at-least-five-ethiopians-killed-as-xenophobic-attack-resurge-in-south-africa/; https://www.news24.com/southafrica/crime-and-courts/they-kill-so-others-pay-joburg-sharia-court-terror-mounts-as-4-ethiopian-businessmen-hit-20260503-0684,,,2026-05-16T09:41:45.137755+00:00
dbef453d308d988db05c,wikipedia_current_events,politics,2026-05-03,French,A French leftist polician Jean-Luc Mélenchon to stand in 2027 French presidential election.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.france24.com/en/france/20260503-lfi-s-m%C3%A9lenchon-to-stand-in-2027-french-presidential-election,,,2026-05-16T09:41:45.137755+00:00
5a10e6f3522a600c9078,wikipedia_current_events,other,2026-05-03,Islamic State insurgency in Puntland,Puntland regional officials say that they have recaptured the Miraale area following clashes with ISIS members.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.hiiraan.com/security4/2026/May/205068/puntland_forces_retake_miraale_area_after_clashes_with_isis.aspx,,,2026-05-16T09:41:45.135764+00:00
df80ef81111db9182a93,wikipedia_current_events,public_risk,2026-05-03,MV Hondius hantavirus outbreak,Three people are killed in a hantavirus outbreak on the cruise ship MV Hondius off the coast of West Africa.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://news.sky.com/story/three-dead-as-virus-breaks-out-on-atlantic-cruise-ship-13503266,,,2026-05-16T09:41:45.136759+00:00
