event_id,source,domain,event_date,title,summary,source_url,evidence_urls,quality_flags,filter_reason,fetched_at
282ddcc418ad90542909,wikipedia_current_events,other,2026-05-01,Balıkesir,"Three people are killed and 30 others are injured after a minibus rolls over in Balıkesir, Turkey.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://aa.com.tr/tr/gundem/balikesirde-devrilen-yolcu-otobusundeki-3-kisi-oldu-30-kisi-yaralandi/3923799,,,2026-05-12T13:14:59.830267+00:00
89812c9d505791d12f36,wikipedia_current_events,politics,2026-05-01,Connections of Jeffrey Epstein,"Leon Botstein, president of Bard College in New York, U.S., announces his retirement over his ties to the late financier and sex offender Jeffrey Epstein. (AP)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://apnews.com/article/bard-college-jeffery-epstein-db00b913eb1c231e135179b52e99ee95; https://www.independent.co.uk/news/new-york-president-jeffrey-epstein-executive-committee-god-b2969293.html,weak_event_signal,,2026-05-12T13:14:59.836762+00:00
0e9d9b0db95f5b208eb1,wikipedia_current_events,politics,2026-05-01,Crisis in Venezuela,"Venezuelan acting president Delcy Rodríguez raises the minimum income package by 26.3% to US$ 240 and increases pensions to $70, as the government responds to protests over low wages amid high inflation.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.france24.com/en/live-news/20260430-venezuela-leader-hikes-minimum-wage-package-by-26,,,2026-05-12T13:14:59.830267+00:00
54f270d8d11e7cb481e3,wikipedia_current_events,other,2026-05-01,Dissident Irish republican campaign,"A 66-year-old man is charged with several offences, including terrorism, following a car bombing outside of a police station in Dunmurry, Belfast, Northern Ireland.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://news.sky.com/story/man-66-charged-after-car-bomb-attack-outside-police-station-in-northern-ireland-13538984,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
30641de8f14dc88f4080,wikipedia_current_events,politics,2026-05-01,European Parliament,The European Parliament adopts a resolution supporting the establishment of a special tribunal to prosecute Russian leaders for crimes related to the war in Ukraine and calls for sanctions to remain until a peace agreement is fully implemented.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://euromaidanpress.com/2026/04/30/european-parliament-backs-establishment-of-a-special-tribunal-for-russia/,weak_event_signal,,2026-05-12T13:14:59.830267+00:00
2d55218629336f586c9c,wikipedia_current_events,conflict,2026-05-01,IRNA,State media IRNA reports that Iran has sent a proposal for negotiations with the United States to mediators from Pakistan in an effort to end the Iran war.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.reuters.com/world/asia-pacific/uae-says-iran-cannot-be-trusted-over-hormuz-peace-efforts-an-impasse-2026-05-01/,weak_event_signal,,2026-05-12T13:14:59.820178+00:00
fa7c63a4026e85f63ffa,wikipedia_current_events,other,2026-05-01,Islamic Revolutionary Guard Corps,"Fourteen Islamic Revolutionary Guard Corps members are killed and two others are injured when an unexploded ordnance detonated in Zanjan province, Iran.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.indiatoday.in/world/story/14-irgc-members-killed-in-blast-while-clearing-war-remnants-in-iran-2904569-2026-05-02,,,2026-05-12T13:14:59.830267+00:00
108810e19d138d4bafe1,wikipedia_current_events,other,2026-05-01,Jammu,"Three people are killed and two others are injured when a bridge collapses in Jammu, Jammu and Kashmir, India.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.indiatoday.in/india/story/jammu-bridge-collapse-three-dead-two-injured-engineers-suspended-probe-2904737-2026-05-02,,,2026-05-12T13:14:59.830267+00:00
915b28d985d2022e622d,wikipedia_current_events,other,2026-05-01,Jihadist,"Jihadist group Jama'at Nusrat al-Islam wal-Muslimin takes over a base outside of Tessalit, Kidal Region, Mali, after it is abandoned by Malian troops and Russia 's Africa Corps.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.barrons.com/news/rebels-take-key-military-camp-in-mali-s-north-f5fdc5a1,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
cb8f81015f0646d62f14,wikipedia_current_events,conflict,2026-05-01,Killing of Kumanjayi Little Baby,"Members of Alice Springs ' Aboriginal community in Northern Territory, Australia, clash with police outside a hospital where a man charged with the murder of a five-year-old Warlpiri girl is being treated, demanding the suspect be punished under traditional law. This follows a five-day search for the missing girl with large community participation before she was confirmed dead.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.theguardian.com/australia-news/2026/apr/30/jefferson-lewis-arrested-over-death-of-kumanjayi-little-baby-in-northern-territory,weak_event_signal,,2026-05-12T13:14:59.837816+00:00
dba0ed56a42f5df4b743,wikipedia_current_events,conflict,2026-05-01,Labour Day,"A Labour Day rally organized by Kilusang Mayo Uno is held in Manila, Philippines. During the rally, protesters attempt to storm the U.S. embassy to demand an end to the Iran war and clash with police, injuring seven officers. (Philippine Daily Inquirer)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://english.news.cn/asiapacific/20260501/f5c1c4a19a2f42a39085ec7cc1dc09a5/c.html; https://newsinfo.inquirer.net/2221850/police-protesters-clash-over-cops-hurt-at-labor-day-rally-effigy-burningq,weak_event_signal,,2026-05-12T13:14:59.835713+00:00
70876d6794c98bb6373d,wikipedia_current_events,politics,2026-05-01,Leon Botstein,"Leon Botstein, president of Bard College in New York, U.S., announces his retirement over his ties to the late financier and sex offender Jeffrey Epstein. (AP)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://apnews.com/article/bard-college-jeffery-epstein-db00b913eb1c231e135179b52e99ee95; https://www.independent.co.uk/news/new-york-president-jeffrey-epstein-executive-committee-god-b2969293.html,weak_event_signal,,2026-05-12T13:14:59.836762+00:00
bbd4e6c48416f10d26fe,wikipedia_current_events,conflict,2026-05-01,Mali War,"Jihadist group Jama'at Nusrat al-Islam wal-Muslimin takes over a base outside of Tessalit, Kidal Region, Mali, after it is abandoned by Malian troops and Russia 's Africa Corps.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.barrons.com/news/rebels-take-key-military-camp-in-mali-s-north-f5fdc5a1; https://www.reuters.com/world/africa/al-qaeda-linked-insurgents-call-malians-rise-up-establish-sharia-law-2026-05-01/,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
6f0493ed526fb9df9e8e,wikipedia_current_events,conflict,2026-05-01,May Day,"Protests and demonstrations are held worldwide on May Day to call for peace, higher wages and better working conditions. Additionally, protests are held against the Iran war and the global energy and fuel crisis caused by the war. (PBS)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.commondreams.org/news/may-day-protests-2026; https://www.pbs.org/newshour/economy/what-to-know-about-may-day-as-workers-face-rising-costs-due-to-iran-war,weak_event_signal,,2026-05-12T13:14:59.835713+00:00
04d80585958fcad67063,wikipedia_current_events,conflict,2026-05-01,Mexican drug war,"Rubén Rocha Moya announces he will temporarily step down as governor of Sinaloa, Mexico, after the U.S. files charges alleging links to the Sinaloa Cartel.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.reuters.com/world/americas/mexican-governor-ruben-rocha-steps-down-nyt-reports-2026-05-02/,weak_event_signal,,2026-05-12T13:14:59.837816+00:00
85c2eb80181494eb7f0a,wikipedia_current_events,conflict,2026-05-01,Myanmar civil war,"Six civilians are killed and nine more were injured after the military junta bombed a village in Falam Township, Chin State. (BNI) in Burmese",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bnionline.net/mm/news-114751,,,2026-05-12T13:14:59.825019+00:00
a1a9020b1c128ff53869,wikipedia_current_events,conflict,2026-05-01,Otjiwarongo,"Eleven people are killed after a passenger bus carrying medical staff and patients collided head-on with a truck near Otjiwarongo, Namibia.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://english.news.cn/africa/20260501/2678d80da5b449679a6b135949f2730b/c.html,,,2026-05-12T13:14:59.830267+00:00
6971c6bdfd160a41eb49,wikipedia_current_events,other,2026-05-01,Renters' Rights Act 2025,"The Renters' Rights Act 2025 formally enters force in England, banning Section 21 notices (no-fault evictions), limiting rent increases to once per year, giving tenants the legal right to keep pets, abolishing assured shorthold tenancies, and making it illegal to discriminate against tenants based on them having children, or receiving benefits.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.independent.co.uk/news/uk/home-news/renters-rights-act-2026-no-fault-evictions-b2968188.html,weak_event_signal,,2026-05-12T13:14:59.838849+00:00
97d933d1023afcbc9fb0,wikipedia_current_events,other,2026-05-01,Rubén Rocha Moya,"Rubén Rocha Moya announces he will temporarily step down as governor of Sinaloa, Mexico, after the U.S. files charges alleging links to the Sinaloa Cartel.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.reuters.com/world/americas/mexican-governor-ruben-rocha-steps-down-nyt-reports-2026-05-02/,weak_event_signal,,2026-05-12T13:14:59.838849+00:00
2dcef1f29dd44c7b2d4d,wikipedia_current_events,politics,2026-05-01,Russia–European Union relations,The European Parliament adopts a resolution supporting the establishment of a special tribunal to prosecute Russian leaders for crimes related to the war in Ukraine and calls for sanctions to remain until a peace agreement is fully implemented.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://euromaidanpress.com/2026/04/30/european-parliament-backs-establishment-of-a-special-tribunal-for-russia/,weak_event_signal,,2026-05-12T13:14:59.830267+00:00
0842192d790ca5745920,wikipedia_current_events,other,2026-05-01,Spain,"Spain 's Civil Guard seizes vetween 30,000 to 45,000kg of cocaine on a cargo ship off the Canary Islands in what is the country's largest ever seizure of the illegal drug. Twenty people on board the vessel are arrested.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bbc.co.uk/news/articles/cp8pn8py5gro,weak_event_signal,,2026-05-12T13:14:59.838849+00:00
3e6748040dc5e2aa7f4a,wikipedia_current_events,conflict,2026-05-01,Terrorism in the United Kingdom,"A 45-year-old man is charged with three counts of attempted murder after attacking three people in London, England, on Wednesday.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bbc.com/news/articles/c3r2lr434wlo,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
bd097e1e9bd25a194fab,wikipedia_current_events,other,2026-05-01,Turkish police,"Turkish police arrest at least 57 people and use tear gas to disperse May Day demonstrators in Istanbul, where authorities block access to Taksim Square to prevent marches.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.freemalaysiatoday.com/category/world/2026/05/01/turkish-cops-fire-tear-gas-arrest-dozens-at-may-day-rallies,weak_event_signal,,2026-05-12T13:14:59.835713+00:00
7b06d037e62a2d56d0ac,wikipedia_current_events,other,2026-05-01,U.S.,"May Day protests are held across the U.S., including an economic blackout as part of 3,500 ""May Day Strong"" events across the country. Additionally, demonstrations are held outside institutions such as the New York Stock Exchange. (Time)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://time.com/article/2026/05/01/may-day-international-workers-day-protests-rallies-marches-us/; https://www.theguardian.com/us-news/2026/may/01/may-day-strong-economic-protests,weak_event_signal,,2026-05-12T13:14:59.836762+00:00
3a45b58de285b8ea4488,wikipedia_current_events,politics,2026-05-01,U.S. president,Donald Trump notifies Congress that it is planning to close the Civil-Military Coordination Center. The Board of Peace denies such reports.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.timesofisrael.com/board-of-peace-denies-plans-to-shut-down-ceasefire-coordination-hq-in-israels-south/,weak_event_signal,,2026-05-12T13:14:59.820178+00:00
f54f71b99fccd2337f4b,wikipedia_current_events,conflict,2026-05-01,USS Gerald R. Ford,"USS Gerald R. Ford officially exits the Middle East after taking part in operations in Iran during the war, leaving only the USS Abraham Lincoln and USS George H. W. Bush in the region.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.straitstimes.com/world/middle-east/uss-gerald-r-ford-aircraft-carrier-leaves-middle-east,weak_event_signal,,2026-05-12T13:14:59.820178+00:00
009d47953e7f4b11c34e,wikipedia_current_events,politics,2026-05-01,Venezuelan,"Venezuelan acting president Delcy Rodríguez raises the minimum income package by 26.3% to US$ 240 and increases pensions to $70, as the government responds to protests over low wages amid high inflation.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.france24.com/en/live-news/20260430-venezuela-leader-hikes-minimum-wage-package-by-26,,,2026-05-12T13:14:59.830267+00:00
df45ba977a1bb51450db,wikipedia_current_events,conflict,2026-05-01,World War II,"A World War II -era German SC250 bomb is safely detonated by the British Army in Plymouth, England, following its discovery on a building site that prompted the emergency evacuation of 1,000 homes.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bbc.co.uk/news/live/cewp151w9jzt,weak_event_signal,,2026-05-12T13:14:59.830267+00:00
99c16d9fd1216918279c,wikipedia_current_events,conflict,2026-05-01,World War II bomb disposal in Europe,"A World War II -era German SC250 bomb is safely detonated by the British Army in Plymouth, England, following its discovery on a building site that prompted the emergency evacuation of 1,000 homes.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bbc.co.uk/news/live/cewp151w9jzt,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
0d8bb964165090fe56ea,wikipedia_current_events,other,2026-05-01,capsizes,"Nine people are killed, including two children, when a cruise boat capsizes in the Bargi Dam in Jabalpur, Madhya Pradesh, India.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.hindustantimes.com/india-news/five-members-of-a-tamil-family-among-nine-killed-in-bargi-dam-boat-tragedy-101777712608957.html,,,2026-05-12T13:14:59.830267+00:00
da9cb2bb04eb6d67b189,wikipedia_current_events,other,2026-05-01,gold mine,"A gold mine collapses in a remote area of the Shahri Buzurg District of Badakhshan province, Afghanistan, killing five people including two children.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://kabulnow.com/2026/05/gold-mine-collapse-kills-five-injures-eight-in-afghanistans-badakhshan/,weak_event_signal,,2026-05-12T13:14:59.830267+00:00
76bbbd18dcabe9b5828b,wikipedia_current_events,conflict,2026-05-01,junta,"Six civilians are killed and nine more were injured after the military junta bombed a village in Falam Township, Chin State. (BNI) in Burmese",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bnionline.net/mm/news-114751,,,2026-05-12T13:14:59.825019+00:00
0e92d070d0b9b1ce46cb,wikipedia_current_events,conflict,2026-05-01,murder,"A 45-year-old man is charged with three counts of attempted murder after attacking three people in London, England, on Wednesday.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.bbc.com/news/articles/c3r2lr434wlo,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
bce26201dfa41b8efeb9,wikipedia_current_events,other,2026-05-01,terrorism,"A 66-year-old man is charged with several offences, including terrorism, following a car bombing outside of a police station in Dunmurry, Belfast, Northern Ireland.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://news.sky.com/story/man-66-charged-after-car-bomb-attack-outside-police-station-in-northern-ireland-13538984,weak_event_signal,,2026-05-12T13:14:59.825019+00:00
f43f5dfc1ccc061540bf,wikipedia_current_events,conflict,2026-05-01,vehicle-ramming attack,"One person is killed and 11 others are injured in a vehicle-ramming attack in Chengdu, Sichuan, China. The suspect is arrested.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_1,https://www.thestandard.com.hk/china/article/330903/One-dead-11-injured-in-horrific-hit-and-run-rampage-in-Chengdu,,,2026-05-12T13:14:59.838849+00:00
fb3e0b6ac1acd60df331,wikipedia_current_events,other,2026-05-02,2025–2026 Iran–United States negotiations,Tasnim News Agency reports that Iran has submitted a 14-point proposal to Pakistan via an intermediary.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://apnews.com/article/iran-us-war-ceasefire-negotiations-strait-9317c11e51ba8dfa527b424f931fe04b; https://www.aa.com.tr/en/middle-east/iran-submits-14-point-response-to-us-proposal-on-ending-war-via-pakistan-tasnim-news-agency/3925302,weak_event_signal,,2026-05-12T13:15:00.154556+00:00
62b1d2ef5c04b37f0257,wikipedia_current_events,other,2026-05-02,2025–2026 Turkish protests,"Lawyer associations say that all 576 protesters who were detained during yesterday’s May Day protests in Istanbul, Turkey, are released.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.turkishminute.com/2026/05/02/turkey-releases-more-than-500-may-day-protesters-detained-in-istanbul/,,,2026-05-12T13:15:00.171153+00:00
8c16c6cc50216f9b1b0d,wikipedia_current_events,other,2026-05-02,2025–26 Polish Cup,"In association football, Górnik Zabrze beats Raków Częstochowa 2–0 in the final to win their 7th Polish Cup.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,"https://www.polskieradio.pl/395/7790/Artykul/3681620,football-gornik-zabrze-triumphs-in-polish-cup-final",weak_event_signal,,2026-05-12T13:15:00.174210+00:00
26f6ca5b6b095e8dccca,wikipedia_current_events,conflict,2026-05-02,2026 Bolivian Air Force Lockheed C-130 crash,"Bolivian law enforcement authorities arrest the pilot and co-pilot of a military cargo plane that crashed near El Alto International Airport, killing 22 people, and place them in pre-trial detention on involuntary manslaughter charges.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.manilatimes.net/2026/05/04/world/americas-emea/pilot-co-pilot-arrested-in-deadly-bolivian-military-plane-crash/2334443,weak_event_signal,,2026-05-12T13:15:00.171153+00:00
83b8a138d80029ba9362,wikipedia_current_events,conflict,2026-05-02,2026 Iran war,Tasnim News Agency reports that Iran has submitted a 14-point proposal to Pakistan via an intermediary.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://apnews.com/article/iran-us-war-ceasefire-negotiations-strait-9317c11e51ba8dfa527b424f931fe04b; https://www.aa.com.tr/en/middle-east/iran-submits-14-point-response-to-us-proposal-on-ending-war-via-pakistan-tasnim-news-agency/3925302; https://www.middleeastmonitor.com/20260502-us-says-it-redirected-48th-vessel-from-iranian-ports/,weak_event_signal,,2026-05-12T13:15:00.154556+00:00
a417d5c0f4d808e039ff,wikipedia_current_events,conflict,2026-05-02,2026 Iran war ceasefire,Tasnim News Agency reports that Iran has submitted a 14-point proposal to Pakistan via an intermediary.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://apnews.com/article/iran-us-war-ceasefire-negotiations-strait-9317c11e51ba8dfa527b424f931fe04b; https://www.aa.com.tr/en/middle-east/iran-submits-14-point-response-to-us-proposal-on-ending-war-via-pakistan-tasnim-news-agency/3925302,,,2026-05-12T13:15:00.154556+00:00
fd2805c7d5c9236b245d,wikipedia_current_events,other,2026-05-02,2026 Kentucky Derby,"In horse racing, American horse Golden Tempo wins the 152nd Kentucky Derby after entering the race with 24–1 odds, making Cherie DeVaux the first female trainer to win the derby.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.nbcnews.com/sports/horse-racing/live-blog/kentucky-derby-2026-live-updates-rcna341955,weak_event_signal,,2026-05-12T13:15:00.174210+00:00
9c75348916a4bfbe9cf4,wikipedia_current_events,public_risk,2026-05-02,2026 Kenya floods,At least 10 people are killed after heavy rains cause flooding and landslides in several regions of Kenya.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.reuters.com/business/environment/kenya-flood-death-toll-hits-10-dam-overflow-risk-raises-alarm-2026-05-02/,,,2026-05-12T13:15:00.165269+00:00
1ea0750fb5e91c336dde,wikipedia_current_events,conflict,2026-05-02,2026 Lebanon war,Forty-one people have been killed in the last 24 hours in a series of Israeli airstrikes across multiple locations in Lebanon.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.aljazeera.com/news/2026/5/2/israeli-air-strikes-kill-10-people-in-southern-lebanon,,,2026-05-12T13:15:00.159770+00:00
a2bd0d0dae5e151c8ec7,wikipedia_current_events,conflict,2026-05-02,2026 Mali offensives,EgyptAir cancels Hajj flights to and from Mali amidst a crisis in which separatist and Islamist militants are targeting the Malian military -led junta.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.arabnews.com/node/2642105/world,weak_event_signal,,2026-05-12T13:15:00.159770+00:00
31346195ae8333ac7b20,wikipedia_current_events,other,2026-05-02,2026 May Day protests,"Lawyer associations say that all 576 protesters who were detained during yesterday’s May Day protests in Istanbul, Turkey, are released.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://www.turkishminute.com/2026/05/02/turkey-releases-more-than-500-may-day-protesters-detained-in-istanbul/,,,2026-05-12T13:15:00.170146+00:00
c804ade38b73855542f4,wikipedia_current_events,politics,2026-05-02,2026 Niuean general election,"Niueans vote to elect 20 members of the Assembly amid a cost-of-living crisis. Incumbent prime minister Dalton Tagelagi is running for re-election in Alofi South, seeking a third term in office.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_2,https://pmn.co.nz/read/pacific-region/usd3-80-a-litre-fuel-crisis-looms-large-as-niue-s-kingmaker-village-head-to-the-polls,,,2026-05-12T13:15:00.172155+00:00
